date,start_time,end_time,temp_high,temp_low,weather,wind_speed,wind_dir,humidity,pressure
20190206,12:00,18:00,7,2,Passing clouds.,9,260,65,1023
20190206,18:00,00:00,3,-1,Clear.,11,180,66,1020
20190207,00:00,06:00,1,-2,Clear.,13,180,66,1016
20190207,06:00,12:00,4,0,Sunny.,10,170,56,1012
20190207,12:00,18:00,4,1,Scattered clouds.,28,220,82,1010
20190207,18:00,00:00,2,1,Clear.,22,220,88,1013
20190208,00:00,06:00,3,2,Passing clouds.,19,200,85,1015
20190208,06:00,12:00,6,2,Scattered clouds.,24,210,80,1015
20190208,12:00,18:00,6,6,Partly sunny.,27,200,74,1013
20190208,18:00,00:00,6,5,Clear.,23,190,74,1009
20190209,00:00,06:00,6,4,Clear.,32,210,68,1005
20190209,06:00,12:00,8,4,Scattered clouds.,35,230,76,1005
20190209,12:00,18:00,10,7,Passing clouds.,38,220,61,1007
20190209,18:00,00:00,7,5,Passing clouds.,32,220,69,1009
20190210,00:00,06:00,6,4,Passing clouds.,19,200,81,1008
20190210,06:00,12:00,8,5,Light rain. Scattered clouds.,34,190,77,999
20190210,12:00,18:00,8,7,Light rain. Scattered clouds.,39,190,81,992
20190210,18:00,00:00,7,4,Passing clouds.,35,230,82,993
20190211,00:00,06:00,4,2,Light rain. Passing clouds.,32,270,92,1000
20190211,06:00,12:00,4,2,Partly sunny.,33,270,86,1008
20190211,12:00,18:00,5,2,Passing clouds.,31,280,81,1015
20190211,18:00,00:00,3,1,Passing clouds.,21,290,75,1022
20190212,00:00,06:00,2,2,Passing clouds.,21,290,69,1026
20190212,06:00,12:00,2,1,Snow flurries. Broken clouds.,20,290,86,1028
20190212,12:00,18:00,4,2,Scattered clouds.,19,290,80,1031
20190212,18:00,00:00,3,1,Passing clouds.,17,240,85,1033
20190213,00:00,06:00,1,0,Passing clouds.,15,250,89,1034
20190213,06:00,12:00,6,1,Partly sunny.,21,230,83,1034
20190213,12:00,18:00,7,6,Partly sunny.,20,240,72,1034
20190213,18:00,00:00,5,1,Clear.,13,220,80,1035
20190214,00:00,06:00,2,-2,Clear.,12,200,84,1035
20190214,06:00,12:00,4,-1,Sunny.,12,210,81,1036
20190214,12:00,18:00,10,6,Sunny.,15,260,58,1035
20190214,18:00,00:00,6,0,Clear.,16,210,82,1035
20190215,00:00,06:00,1,-2,Clear.,18,210,88,1035
20190215,06:00,12:00,9,-2,Sunny.,14,230,81,1034
20190215,12:00,18:00,12,9,Sunny.,5,0,59,1032
20190215,18:00,00:00,9,2,Clear.,14,210,67,1031
20190216,00:00,06:00,5,3,Clear.,13,200,59,1028
20190216,06:00,12:00,15,3,Sunny.,14,180,46,1027
20190216,12:00,18:00,15,11,Sunny.,6,0,48,1026
20190216,18:00,00:00,11,3,Clear.,14,200,59,1025
20190217,00:00,06:00,4,0,Clear.,14,210,73,1025
20190217,06:00,12:00,10,1,Sunny.,13,180,69,1025
20190217,12:00,18:00,14,9,Sunny.,7,0,53,1023
20190217,18:00,00:00,10,5,Clear.,17,200,56,1021
20190218,00:00,06:00,7,0,Clear.,14,210,64,1021
20190218,06:00,12:00,12,0,Sunny.,15,210,65,1020
20190218,12:00,18:00,14,10,Sunny.,6,0,46,1018
20190218,18:00,00:00,8,5,Clear.,15,190,61,1017
20190219,00:00,06:00,7,3,Clear.,15,220,66,1016
20190219,06:00,12:00,7,4,Sunny.,17,210,73,1017
20190219,12:00,18:00,8,6,Passing clouds.,22,240,71,1018
20190219,18:00,00:00,5,2,Clear.,15,230,83,1019
20190220,00:00,06:00,2,0,Clear.,14,230,85,1020
20190220,06:00,12:00,8,1,Scattered clouds.,17,230,80,1022
20190220,12:00,18:00,8,7,Passing clouds.,19,260,66,1023
20190220,18:00,00:00,7,3,Clear.,13,210,74,1024
20190221,00:00,06:00,4,3,Clear.,14,210,83,1025
20190221,06:00,12:00,8,4,Sunny.,16,230,80,1026
20190221,12:00,18:00,11,8,Scattered clouds.,20,260,68,1025
20190221,18:00,00:00,8,7,Passing clouds.,17,270,82,1026
20190222,00:00,06:00,8,7,Passing clouds.,22,320,89,1028
20190222,06:00,12:00,8,6,Drizzle. Fog.,17,20,93,1032
20190222,12:00,18:00,6,2,Partly sunny.,16,40,96,1037
20190222,18:00,00:00,2,-1,Passing clouds.,12,60,87,1040
20190223,00:00,06:00,-1,-3,Clear.,6,110,86,1041
20190223,06:00,12:00,3,-4,Light fog.,6,0,82,1041
20190223,12:00,18:00,6,4,Passing clouds.,10,20,51,1040
20190223,18:00,00:00,4,-2,Clear.,9,210,59,1039
20190224,00:00,06:00,-1,-4,Clear.,11,210,77,1038
20190224,06:00,12:00,7,-4,Sunny.,12,200,69,1038
20190224,12:00,18:00,11,8,Passing clouds.,6,0,30,1038
20190224,18:00,00:00,9,1,Clear.,9,210,40,1038
20190225,00:00,06:00,1,-2,Clear.,17,210,69,1038
20190225,06:00,12:00,10,-3,Sunny.,15,230,61,1039
20190225,12:00,18:00,15,12,Passing clouds.,7,220,38,1037
20190225,18:00,00:00,12,3,Clear.,13,260,64,1036
20190226,00:00,06:00,2,0,Clear.,18,230,83,1035
20190226,06:00,12:00,12,0,Sunny.,16,230,72,1034
20190226,12:00,18:00,16,11,Sunny.,14,270,28,1033
20190226,18:00,00:00,11,4,Clear.,11,200,39,1032
20190227,00:00,06:00,3,-2,Clear.,16,210,65,1031
20190227,06:00,12:00,13,-2,Sunny.,15,210,56,1029
20190227,12:00,18:00,17,14,Sunny.,11,280,26,1025
20190227,18:00,00:00,14,5,Clear.,17,210,48,1020
20190228,00:00,06:00,8,4,Clear.,19,230,49,1016
20190228,06:00,12:00,12,4,Sunny.,18,270,59,1014
20190228,12:00,18:00,14,10,Sunny.,25,270,54,1013
20190228,18:00,00:00,10,7,Passing clouds.,17,260,71,1014
20190301,00:00,06:00,8,7,Light rain. Passing clouds.,17,240,87,1012
20190301,06:00,12:00,9,6,Broken clouds.,20,250,89,1010
20190301,12:00,18:00,9,7,Partly sunny.,20,280,86,1012
20190301,18:00,00:00,6,3,Passing clouds.,17,340,93,1015
20190302,00:00,06:00,3,2,Passing clouds.,6,350,96,1017
20190302,06:00,12:00,5,2,Drizzle. Partly sunny.,11,220,91,1016
20190302,12:00,18:00,6,5,Partly sunny.,16,220,82,1014
20190302,18:00,00:00,7,4,Passing clouds.,18,210,83,1013
20190303,00:00,06:00,8,8,Passing clouds.,24,220,79,1011
20190303,06:00,12:00,10,8,Partly sunny.,38,230,73,1009
20190303,12:00,18:00,10,9,Partly sunny.,33,220,72,1008
20190303,18:00,00:00,10,9,Passing clouds.,26,210,73,1004
20190304,00:00,06:00,11,9,Passing clouds.,30,210,70,999
20190304,06:00,12:00,13,8,Passing clouds.,42,210,61,993
20190304,12:00,18:00,12,4,Rain showers. Partly sunny.,46,230,65,993
20190304,18:00,00:00,5,4,Passing clouds.,26,230,77,998
20190305,00:00,06:00,5,4,Passing clouds.,32,230,76,1001
20190305,06:00,12:00,7,3,Passing clouds.,38,240,70,1003
20190305,12:00,18:00,7,4,Passing clouds.,28,260,77,1005
20190305,18:00,00:00,4,2,Clear.,17,230,85,1010
20190306,00:00,06:00,2,1,Clear.,15,190,87,1011
20190306,06:00,12:00,9,2,Sunny.,22,180,80,1009
20190306,12:00,18:00,11,9,Sunny.,25,170,67,1004
20190306,18:00,00:00,11,10,Clear.,21,190,61,1000
20190307,00:00,06:00,11,10,Clear.,25,170,61,996
20190307,06:00,12:00,13,9,Sunny.,35,220,56,995
20190307,12:00,18:00,12,10,Passing clouds.,35,230,59,998
20190307,18:00,00:00,9,7,Passing clouds.,31,220,60,1002
20190308,00:00,06:00,8,7,Passing clouds.,35,230,64,1002
20190308,06:00,12:00,7,6,Partly sunny.,38,230,68,1006
20190308,12:00,18:00,9,7,Passing clouds.,32,250,58,1012
20190308,18:00,00:00,6,4,Clear.,17,210,70,1014
20190309,00:00,06:00,6,5,Clear.,27,200,76,1011
20190309,06:00,12:00,10,5,Passing clouds.,43,250,77,1008
20190309,12:00,18:00,11,8,Passing clouds.,44,230,67,1007
20190309,18:00,00:00,8,8,Sprinkles. Passing clouds.,54,250,76,1004
20190310,00:00,06:00,,,Not Available,,,,
20190310,06:00,12:00,6,4,Drizzle. Overcast.,9,210,93,1003
20190310,12:00,18:00,11,8,Sprinkles. Passing clouds.,34,260,77,998
20190310,18:00,00:00,9,1,Passing clouds.,48,260,72,1006
20190311,00:00,06:00,3,2,Passing clouds.,34,240,77,1011
20190311,06:00,12:00,4,1,Scattered showers. Broken clouds.,33,250,77,1011
20190311,12:00,18:00,4,2,Snow flurries. Broken clouds.,32,260,83,1014
20190311,18:00,00:00,3,1,Snow flurries. Passing clouds.,31,250,90,1017
20190312,00:00,06:00,2,0,Passing clouds.,16,260,90,1022
20190312,06:00,12:00,6,2,Scattered clouds.,22,220,77,1021
20190312,12:00,18:00,7,6,Passing clouds.,32,200,54,1014
20190312,18:00,00:00,7,6,Clear.,34,180,44,1004
20190313,00:00,06:00,7,3,Sprinkles. Passing clouds.,31,210,74,1003
20190313,06:00,12:00,8,3,Passing clouds.,37,220,63,1005
20190313,12:00,18:00,7,6,Partly sunny.,41,220,57,1003
20190313,18:00,00:00,5,4,Passing clouds.,30,230,82,1003
20190314,00:00,06:00,5,4,Passing clouds.,33,240,80,1006
20190314,06:00,12:00,6,4,Passing clouds.,31,220,78,1004
20190314,12:00,18:00,5,4,Sprinkles. Partly sunny.,36,210,84,996
20190314,18:00,00:00,6,5,Sprinkles. Passing clouds.,33,270,81,997
20190315,00:00,06:00,6,5,Passing clouds.,25,240,79,1003
20190315,06:00,12:00,6,5,Light rain. Overcast.,26,220,81,1004
20190315,12:00,18:00,11,6,Sprinkles. Scattered clouds.,33,250,83,1000
20190315,18:00,00:00,10,7,Light rain. Passing clouds.,34,280,84,1003
20190316,00:00,06:00,6,5,Passing clouds.,23,260,80,1007
20190316,06:00,12:00,7,5,Light rain. Low clouds.,14,230,89,1009
20190316,12:00,18:00,11,9,Partly sunny.,35,240,76,1006
20190316,18:00,00:00,9,7,Passing clouds.,28,220,72,1005
20190317,00:00,06:00,8,7,Clear.,25,220,74,1001
20190317,06:00,12:00,11,7,Partly sunny.,27,230,68,1000
20190317,12:00,18:00,10,6,Passing clouds.,28,220,75,1002
20190317,18:00,00:00,5,3,Passing clouds.,22,220,82,1007
20190318,00:00,06:00,3,2,Passing clouds.,23,240,81,1010
20190318,06:00,12:00,6,2,Scattered clouds.,27,240,73,1013
20190318,12:00,18:00,7,2,Passing clouds.,25,260,74,1016
20190318,18:00,00:00,5,1,Clear.,13,270,76,1020
20190319,00:00,06:00,1,-1,Passing clouds.,13,260,86,1023
20190319,06:00,12:00,5,-1,Scattered clouds.,16,280,77,1026
20190319,12:00,18:00,6,5,Passing clouds.,13,340,58,1027
20190319,18:00,00:00,5,0,Clear.,11,270,68,1030
20190320,00:00,06:00,-1,-3,Clear.,15,210,86,1031
20190320,06:00,12:00,9,-3,Sunny.,15,200,70,1033
20190320,12:00,18:00,12,9,Passing clouds.,10,290,48,1033
20190320,18:00,00:00,10,3,Clear.,12,210,64,1034
20190321,00:00,06:00,3,0,Clear.,16,210,83,1034
