date,start_time,end_time,temp_high,temp_low,weather,wind_speed,wind_dir,humidity,pressure
20180101,00:00,06:00,11,8,Passing clouds.,31,230,71,1000
20180101,06:00,12:00,8,6,Partly sunny.,35,230,68,1003
20180101,12:00,18:00,8,4,Scattered clouds.,28,220,71,1002
20180101,18:00,00:00,6,4,Light rain. Overcast.,21,190,81,999
20180102,00:00,06:00,5,3,Light rain. Passing clouds.,27,270,90,1000
20180102,06:00,12:00,5,2,Light rain. Partly cloudy.,25,260,94,1007
20180102,12:00,18:00,5,2,Scattered clouds.,23,240,82,1011
20180102,18:00,00:00,4,2,Passing clouds.,18,210,85,1009
20180103,00:00,06:00,5,4,Light rain. Partly cloudy.,36,200,84,999
20180103,06:00,12:00,8,5,Sprinkles. Partly sunny.,35,230,84,986
20180103,12:00,18:00,6,5,Sprinkles. Scattered clouds.,47,250,78,990
20180103,18:00,00:00,6,4,Passing clouds.,52,250,77,994
20180104,00:00,06:00,5,4,Passing clouds.,43,250,81,996
20180104,06:00,12:00,6,5,More clouds than sun.,30,240,78,998
20180104,12:00,18:00,7,5,Mostly cloudy.,18,180,81,995
20180104,18:00,00:00,9,5,Clear.,20,230,86,992
20180105,00:00,06:00,8,6,Clear.,38,240,71,995
20180105,06:00,12:00,8,6,Partly sunny.,33,230,81,996
20180105,12:00,18:00,9,6,Partly sunny.,22,240,81,998
20180105,18:00,00:00,7,4,Clear.,17,210,85,1001
20180106,00:00,06:00,7,5,Clear.,17,230,86,1003
20180106,06:00,12:00,7,4,Broken clouds.,7,180,89,1006
20180106,12:00,18:00,8,6,Partly sunny.,4,10,93,1009
20180106,18:00,00:00,6,4,Light rain. Passing clouds.,8,0,99,1013
20180107,00:00,06:00,4,2,Light rain. Fog.,17,60,100,1017
20180107,06:00,12:00,2,1,Light rain. Fog.,22,50,100,1023
20180107,12:00,18:00,1,1,Low clouds.,22,70,99,1026
20180107,18:00,00:00,1,0,Ice fog.,21,60,100,1027
20180108,00:00,06:00,0,-1,Low clouds.,22,70,98,1027
