time,temp,wind_dir,wind_speed,weather_text,barometer,humidity
201501011820,2°C,Wind blowing from 210° South-southwest to North-northeast,13 km/h,Clear.,1031 mbar,93%
201501011850,2°C,Wind blowing from 240° West-southwest to East-northeast,19 km/h,Clear.,1031 mbar,93%
201501011920,2°C,Wind blowing from 220° Southwest to Northeast,32 km/h,Clear.,1030 mbar,93%
201501011950,1°C,Wind blowing from 230° Southwest to Northeast,22 km/h,Clear.,1031 mbar,93%
201501012020,1°C,Wind blowing from 220° Southwest to Northeast,19 km/h,Clear.,1030 mbar,93%
201501012050,2°C,Wind blowing from 230° Southwest to Northeast,15 km/h,Clear.,1030 mbar,93%
201501012120,2°C,Wind blowing from 230° Southwest to Northeast,26 km/h,Clear.,1030 mbar,87%
201501012150,2°C,Wind blowing from 220° Southwest to Northeast,22 km/h,Clear.,1029 mbar,93%
201501012220,2°C,Wind blowing from 210° South-southwest to North-northeast,15 km/h,Clear.,1029 mbar,87%
201501012250,2°C,Wind blowing from 220° Southwest to Northeast,20 km/h,Clear.,1028 mbar,87%
201501012320,2°C,Wind blowing from 210° South-southwest to North-northeast,15 km/h,Clear.,1028 mbar,93%
201501012350,3°C,Wind blowing from 230° Southwest to Northeast,24 km/h,Clear.,1027 mbar,87%
201501020020,2°C,Wind blowing from 240° West-southwest to East-northeast,24 km/h,Clear.,1027 mbar,93%
201501020050,3°C,Wind blowing from 230° Southwest to Northeast,20 km/h,Clear.,1027 mbar,81%
201501020120,2°C,Wind blowing from 230° Southwest to Northeast,24 km/h,Clear.,1027 mbar,87%
201501020150,2°C,Wind blowing from 210° South-southwest to North-northeast,19 km/h,Clear.,1025 mbar,87%
201501020220,2°C,Wind blowing from 210° South-southwest to North-northeast,28 km/h,Clear.,1025 mbar,81%
201501020250,2°C,Wind blowing from 210° South-southwest to North-northeast,28 km/h,Clear.,1025 mbar,81%
201501020320,3°C,Wind blowing from 230° Southwest to Northeast,39 km/h,Clear.,1024 mbar,75%
201501020350,3°C,Wind blowing from 230° Southwest to Northeast,33 km/h,Clear.,1023 mbar,70%
201501020420,3°C,Wind blowing from 220° Southwest to Northeast,28 km/h,Clear.,1023 mbar,75%
201501020450,3°C,Wind blowing from 230° Southwest to Northeast,41 km/h,Clear.,1022 mbar,75%
201501020520,3°C,Wind blowing from 220° Southwest to Northeast,41 km/h,Clear.,1021 mbar,75%
201501020550,3°C,Wind blowing from 230° Southwest to Northeast,44 km/h,Clear.,1021 mbar,75%
201501020620,3°C,Wind blowing from 230° Southwest to Northeast,50 km/h,Partly cloudy.,1021 mbar,75%
201501020650,3°C,Wind blowing from 220° Southwest to Northeast,48 km/h,Passing clouds.,1021 mbar,75%
201501020720,4°C,Wind blowing from 230° Southwest to Northeast,48 km/h,Light rain. Passing clouds.,1021 mbar,70%
201501020750,3°C,Wind blowing from 230° Southwest to Northeast,43 km/h,Light rain. Partly cloudy.,1020 mbar,87%
201501020820,3°C,Wind blowing from 230° Southwest to Northeast,50 km/h,Light rain. Broken clouds.,1021 mbar,87%
201501020850,3°C,Wind blowing from 230° Southwest to Northeast,43 km/h,Light rain. Broken clouds.,1021 mbar,93%
201501020920,3°C,Wind blowing from 230° Southwest to Northeast,26 km/h,Light rain. Broken clouds.,1021 mbar,93%
201501020950,3°C,Wind blowing from 230° Southwest to Northeast,37 km/h,Partly sunny.,1021 mbar,93%
201501021020,3°C,Wind blowing from 230° Southwest to Northeast,35 km/h,Partly sunny.,1021 mbar,93%
201501021050,4°C,Wind blowing from 220° Southwest to Northeast,32 km/h,Partly sunny.,1021 mbar,87%
201501021120,4°C,Wind blowing from 220° Southwest to Northeast,30 km/h,Partly sunny.,1022 mbar,87%
201501021150,4°C,Wind blowing from 220° Southwest to Northeast,24 km/h,Partly sunny.,1022 mbar,87%
201501021220,4°C,Wind blowing from 220° Southwest to Northeast,20 km/h,Partly sunny.,1023 mbar,93%
201501021250,5°C,Wind blowing from 230° Southwest to Northeast,24 km/h,Partly sunny.,1023 mbar,87%
201501021320,5°C,Wind blowing from 250° West-southwest to East-northeast,24 km/h,Partly sunny.,1022 mbar,87%
201501021350,5°C,Wind blowing from 230° Southwest to Northeast,26 km/h,Broken clouds.,1023 mbar,87%
201501021420,4°C,Wind blowing from 250° West-southwest to East-northeast,33 km/h,Broken clouds.,1023 mbar,87%
201501021450,4°C,Wind blowing from 240° West-southwest to East-northeast,28 km/h,Broken clouds.,1023 mbar,87%
201501021520,4°C,Wind blowing from 230° Southwest to Northeast,19 km/h,Broken clouds.,1024 mbar,87%
201501021550,4°C,Wind blowing from 230° Southwest to Northeast,26 km/h,Broken clouds.,1024 mbar,87%
201501021620,3°C,Wind blowing from 230° Southwest to Northeast,24 km/h,Scattered clouds.,1024 mbar,87%
201501021650,3°C,Wind blowing from 240° West-southwest to East-northeast,19 km/h,Passing clouds.,1025 mbar,87%
201501021720,2°C,Wind blowing from 240° West-southwest to East-northeast,11 km/h,Passing clouds.,1025 mbar,93%
201501021750,2°C,Wind blowing from 250° West-southwest to East-northeast,20 km/h,Passing clouds.,1026 mbar,93%
201501021820,3°C,Wind blowing from 250° West-southwest to East-northeast,22 km/h,Passing clouds.,1026 mbar,87%
201501021850,3°C,Wind blowing from 240° West-southwest to East-northeast,22 km/h,Passing clouds.,1027 mbar,87%
201501021920,3°C,Wind blowing from 240° West-southwest to East-northeast,22 km/h,Passing clouds.,1027 mbar,87%
201501021950,3°C,Wind blowing from 240° West-southwest to East-northeast,26 km/h,Passing clouds.,1027 mbar,87%
201501022020,3°C,Wind blowing from 240° West-southwest to East-northeast,22 km/h,Passing clouds.,1027 mbar,87%
201501022050,3°C,Wind blowing from 260° West to East,26 km/h,Passing clouds.,1027 mbar,81%
201501022120,2°C,Wind blowing from 250° West-southwest to East-northeast,20 km/h,Passing clouds.,1028 mbar,87%
201501022150,3°C,Wind blowing from 240° West-southwest to East-northeast,22 km/h,Passing clouds.,1028 mbar,87%
201501022220,3°C,Wind blowing from 250° West-southwest to East-northeast,22 km/h,Passing clouds.,1028 mbar,81%
201501022320,3°C,Wind blowing from 250° West-southwest to East-northeast,26 km/h,Passing clouds.,1028 mbar,81%
201501022350,3°C,Wind blowing from 250° West-southwest to East-northeast,26 km/h,Passing clouds.,1028 mbar,81%
201501030020,3°C,Wind blowing from 250° West-southwest to East-northeast,28 km/h,Passing clouds.,1028 mbar,81%
201501030050,3°C,Wind blowing from 250° West-southwest to East-northeast,30 km/h,Passing clouds.,1028 mbar,81%
201501030120,3°C,Wind blowing from 250° West-southwest to East-northeast,28 km/h,Passing clouds.,1028 mbar,81%
201501030150,3°C,Wind blowing from 250° West-southwest to East-northeast,28 km/h,Passing clouds.,1028 mbar,81%
201501030220,3°C,Wind blowing from 250° West-southwest to East-northeast,26 km/h,Partly cloudy.,1029 mbar,81%
201501030250,3°C,Wind blowing from 260° West to East,26 km/h,Passing clouds.,1029 mbar,81%
201501030320,2°C,Wind blowing from 250° West-southwest to East-northeast,24 km/h,Partly cloudy.,1029 mbar,81%
201501030350,2°C,Wind blowing from 250° West-southwest to East-northeast,20 km/h,Passing clouds.,1029 mbar,81%
201501030420,2°C,Wind blowing from 240° West-southwest to East-northeast,24 km/h,Partly cloudy.,1028 mbar,81%
201501030520,2°C,Wind blowing from 230° Southwest to Northeast,20 km/h,Passing clouds.,1027 mbar,81%
201501030550,2°C,Wind blowing from 210° South-southwest to North-northeast,13 km/h,Passing clouds.,1027 mbar,81%
201501030620,2°C,Wind blowing from 240° West-southwest to East-northeast,24 km/h,Passing clouds.,1027 mbar,81%
201501030650,1°C,Wind blowing from 230° Southwest to Northeast,19 km/h,Passing clouds.,1026 mbar,87%
201501030720,1°C,Wind blowing from 240° West-southwest to East-northeast,24 km/h,Passing clouds.,1026 mbar,87%
201501030750,2°C,Wind blowing from 240° West-southwest to East-northeast,24 km/h,Passing clouds.,1026 mbar,81%
201501030820,2°C,Wind blowing from 240° West-southwest to East-northeast,26 km/h,Partly sunny.,1026 mbar,81%
201501030850,2°C,Wind blowing from 230° Southwest to Northeast,30 km/h,Partly sunny.,1025 mbar,81%
201501030920,2°C,Wind blowing from 240° West-southwest to East-northeast,32 km/h,Partly sunny.,1024 mbar,81%
201501030950,2°C,Wind blowing from 230° Southwest to Northeast,26 km/h,Partly sunny.,1024 mbar,87%
201501031020,2°C,Wind blowing from 240° West-southwest to East-northeast,35 km/h,Partly sunny.,1024 mbar,87%
201501031050,2°C,Wind blowing from 230° Southwest to Northeast,32 km/h,Partly sunny.,1023 mbar,81%
201501031120,2°C,Wind blowing from 230° Southwest to Northeast,33 km/h,Partly sunny.,1023 mbar,87%
201501031150,3°C,Wind blowing from 230° Southwest to Northeast,28 km/h,Partly sunny.,1022 mbar,81%
201501031220,3°C,Wind blowing from 230° Southwest to Northeast,30 km/h,Partly sunny.,1022 mbar,81%
201501031250,3°C,Wind blowing from 240° West-southwest to East-northeast,28 km/h,Partly sunny.,1021 mbar,81%
201501031320,2°C,Wind blowing from 240° West-southwest to East-northeast,22 km/h,Drizzle. Partly sunny.,1020 mbar,87%
201501031350,2°C,Wind blowing from 230° Southwest to Northeast,20 km/h,Drizzle. More clouds than sun.,1019 mbar,93%
201501031420,2°C,Wind blowing from 220° Southwest to Northeast,20 km/h,Drizzle. More clouds than sun.,1019 mbar,93%
201501031450,1°C,Wind blowing from 220° Southwest to Northeast,19 km/h,Light rain. Fog.,1018 mbar,100%
201501031520,1°C,Wind blowing from 220° Southwest to Northeast,17 km/h,Drizzle. More clouds than sun.,1017 mbar,100%
201501031550,1°C,Wind blowing from 220° Southwest to Northeast,15 km/h,Partly sunny.,1017 mbar,93%
201501031620,1°C,Wind blowing from 220° Southwest to Northeast,11 km/h,Broken clouds.,1016 mbar,93%
201501031650,1°C,Wind blowing from 220° Southwest to Northeast,17 km/h,Passing clouds.,1016 mbar,93%
201501031720,1°C,Wind blowing from 230° Southwest to Northeast,19 km/h,Passing clouds.,1015 mbar,93%
201501031750,1°C,Wind blowing from 220° Southwest to Northeast,13 km/h,Passing clouds.,1015 mbar,93%
201501031820,1°C,Wind blowing from 220° Southwest to Northeast,15 km/h,Passing clouds.,1015 mbar,93%
201501031850,1°C,Wind blowing from 230° Southwest to Northeast,13 km/h,Passing clouds.,1014 mbar,93%
201501031920,1°C,Wind blowing from 260° West to East,13 km/h,Partly cloudy.,1015 mbar,93%
201501031950,1°C,Wind blowing from 270° West to East,9 km/h,Light snow. Passing clouds.,1015 mbar,93%
201501032020,0°C,Wind blowing from 240° West-southwest to East-northeast,13 km/h,Light snow. Partly cloudy.,1014 mbar,100%
201501032050,0°C,Wind blowing from 250° West-southwest to East-northeast,15 km/h,Light snow. Partly cloudy.,1015 mbar,100%
201501032120,0°C,Wind blowing from 250° West-southwest to East-northeast,17 km/h,Light snow. Partly cloudy.,1015 mbar,100%
201501032150,0°C,Wind blowing from 250° West-southwest to East-northeast,15 km/h,Passing clouds.,1015 mbar,100%
201501032220,1°C,Wind blowing from 260° West to East,17 km/h,Passing clouds.,1016 mbar,100%
201501032250,1°C,Wind blowing from 280° West to East,24 km/h,Passing clouds.,1016 mbar,100%
201501032320,1°C,Wind blowing from 280° West to East,22 km/h,Passing clouds.,1017 mbar,100%
201501032350,1°C,Wind blowing from 270° West to East,24 km/h,Passing clouds.,1017 mbar,100%
201501040020,1°C,Wind blowing from 280° West to East,26 km/h,Partly cloudy.,1018 mbar,100%
201501040050,1°C,Wind blowing from 270° West to East,24 km/h,Partly cloudy.,1018 mbar,100%
201501040120,1°C,Wind blowing from 270° West to East,24 km/h,Partly cloudy.,1019 mbar,100%
201501040150,1°C,Wind blowing from 280° West to East,26 km/h,Passing clouds.,1019 mbar,100%
201501040220,1°C,Wind blowing from 280° West to East,26 km/h,Passing clouds.,1020 mbar,93%
201501040250,1°C,Wind blowing from 290° West-northwest to East-southeast,22 km/h,Passing clouds.,1020 mbar,93%
201501040320,1°C,Wind blowing from 290° West-northwest to East-southeast,28 km/h,Passing clouds.,1021 mbar,93%
201501040350,1°C,Wind blowing from 290° West-northwest to East-southeast,24 km/h,Passing clouds.,1021 mbar,93%
201501040420,1°C,Wind blowing from 280° West to East,22 km/h,Passing clouds.,1021 mbar,93%
201501040450,1°C,Wind blowing from 280° West to East,24 km/h,Partly cloudy.,1022 mbar,93%
201501040520,1°C,Wind blowing from 270° West to East,24 km/h,Light rain. Passing clouds.,1022 mbar,93%
201501040550,1°C,Wind blowing from 270° West to East,20 km/h,Partly cloudy.,1023 mbar,93%
201501040620,2°C,Wind blowing from 270° West to East,20 km/h,Passing clouds.,1023 mbar,87%
201501040650,2°C,Wind blowing from 260° West to East,20 km/h,Passing clouds.,1023 mbar,87%
201501040720,2°C,Wind blowing from 270° West to East,20 km/h,Passing clouds.,1023 mbar,87%
201501040750,2°C,Wind blowing from 280° West to East,19 km/h,Passing clouds.,1024 mbar,87%
201501040820,2°C,Wind blowing from 280° West to East,19 km/h,Broken clouds.,1024 mbar,87%
201501040850,2°C,Wind blowing from 270° West to East,19 km/h,Scattered clouds.,1025 mbar,87%
201501040920,2°C,Wind blowing from 290° West-northwest to East-southeast,20 km/h,Sprinkles. Broken clouds.,1025 mbar,87%
201501040950,2°C,Wind blowing from 290° West-northwest to East-southeast,24 km/h,Broken clouds.,1025 mbar,93%
201501041020,2°C,Wind blowing from 290° West-northwest to East-southeast,26 km/h,Broken clouds.,1026 mbar,93%
201501041050,2°C,Wind blowing from 290° West-northwest to East-southeast,26 km/h,Partly sunny.,1026 mbar,93%
201501041120,3°C,Wind blowing from 300° West-northwest to East-southeast,24 km/h,Partly sunny.,1026 mbar,87%
201501041150,3°C,Wind blowing from 300° West-northwest to East-southeast,28 km/h,Broken clouds.,1027 mbar,87%
201501041220,3°C,Wind blowing from 300° West-northwest to East-southeast,32 km/h,Sprinkles. Broken clouds.,1027 mbar,87%
201501041250,3°C,Wind blowing from 300° West-northwest to East-southeast,26 km/h,Broken clouds.,1027 mbar,81%
201501041320,3°C,Wind blowing from 300° West-northwest to East-southeast,24 km/h,Broken clouds.,1027 mbar,87%
201501041350,4°C,Wind blowing from 300° West-northwest to East-southeast,24 km/h,Sprinkles. Broken clouds.,1027 mbar,81%
201501041420,3°C,Wind blowing from 320° Northwest to Southeast,30 km/h,Sprinkles. Broken clouds.,1027 mbar,87%
201501041450,3°C,Wind blowing from 310° Northwest to Southeast,30 km/h,Scattered clouds.,1028 mbar,87%
201501041520,2°C,Wind blowing from 320° Northwest to Southeast,37 km/h,Scattered clouds.,1028 mbar,93%
201501041550,2°C,Wind blowing from 300° West-northwest to East-southeast,26 km/h,Partly sunny.,1029 mbar,93%
201501041620,3°C,Wind blowing from 300° West-northwest to East-southeast,24 km/h,Partly sunny.,1029 mbar,81%
201501041650,2°C,Wind blowing from 290° West-northwest to East-southeast,20 km/h,Partly cloudy.,1029 mbar,87%
201501041720,2°C,Wind blowing from 300° West-northwest to East-southeast,22 km/h,Partly cloudy.,1029 mbar,87%
201501041750,3°C,Wind blowing from 310° Northwest to Southeast,22 km/h,Partly cloudy.,1030 mbar,81%
201501041820,2°C,Wind blowing from 300° West-northwest to East-southeast,20 km/h,Passing clouds.,1030 mbar,87%
201501041850,2°C,Wind blowing from 290° West-northwest to East-southeast,26 km/h,Passing clouds.,1030 mbar,87%
201501041920,2°C,Wind blowing from 300° West-northwest to East-southeast,26 km/h,Passing clouds.,1030 mbar,87%
201501041950,1°C,Wind blowing from 290° West-northwest to East-southeast,22 km/h,Passing clouds.,1031 mbar,93%
201501042020,1°C,Wind blowing from 280° West to East,24 km/h,Passing clouds.,1031 mbar,93%
201501042050,1°C,Wind blowing from 290° West-northwest to East-southeast,22 km/h,Passing clouds.,1031 mbar,93%
201501042120,1°C,Wind blowing from 280° West to East,20 km/h,Passing clouds.,1031 mbar,93%
201501042150,1°C,Wind blowing from 280° West to East,22 km/h,Passing clouds.,1031 mbar,100%
201501042220,2°C,Wind blowing from 280° West to East,19 km/h,Passing clouds.,1032 mbar,87%
201501042250,1°C,Wind blowing from 260° West to East,13 km/h,Passing clouds.,1032 mbar,93%
201501042320,2°C,Wind blowing from 280° West to East,17 km/h,Sprinkles. Passing clouds.,1032 mbar,93%
201501042350,1°C,Wind blowing from 260° West to East,19 km/h,Passing clouds.,1032 mbar,100%
201501050020,1°C,Wind blowing from 270° West to East,17 km/h,Passing clouds.,1032 mbar,100%
201501050050,1°C,Wind blowing from 270° West to East,17 km/h,Passing clouds.,1032 mbar,100%
201501050120,1°C,Wind blowing from 260° West to East,17 km/h,Passing clouds.,1032 mbar,100%
201501050150,1°C,Wind blowing from 260° West to East,20 km/h,Passing clouds.,1032 mbar,100%
201501050220,1°C,Wind blowing from 260° West to East,17 km/h,Passing clouds.,1032 mbar,100%
201501050250,2°C,Wind blowing from 260° West to East,17 km/h,Passing clouds.,1032 mbar,93%
201501050320,1°C,Wind blowing from 260° West to East,19 km/h,Passing clouds.,1032 mbar,100%
201501050350,2°C,Wind blowing from 240° West-southwest to East-northeast,13 km/h,Passing clouds.,1032 mbar,93%
201501050420,1°C,Wind blowing from 260° West to East,17 km/h,Passing clouds.,1031 mbar,93%
201501050450,1°C,Wind blowing from 220° Southwest to Northeast,13 km/h,Clear.,1031 mbar,93%
201501050520,1°C,Wind blowing from 230° Southwest to Northeast,15 km/h,Clear.,1031 mbar,93%
201501050550,1°C,Wind blowing from 240° West-southwest to East-northeast,17 km/h,Clear.,1030 mbar,93%
201501050620,1°C,Wind blowing from 250° West-southwest to East-northeast,19 km/h,Clear.,1031 mbar,93%
201501050650,1°C,Wind blowing from 260° West to East,26 km/h,Passing clouds.,1031 mbar,87%
201501050720,1°C,Wind blowing from 260° West to East,26 km/h,Passing clouds.,1030 mbar,87%
201501050750,1°C,Wind blowing from 260° West to East,24 km/h,Passing clouds.,1030 mbar,87%
201501050820,1°C,Wind blowing from 260° West to East,28 km/h,Partly sunny.,1030 mbar,87%
201501050850,1°C,Wind blowing from 260° West to East,26 km/h,Partly sunny.,1030 mbar,87%
201501050920,1°C,Wind blowing from 270° West to East,28 km/h,Partly sunny.,1030 mbar,87%
201501050950,1°C,Wind blowing from 260° West to East,32 km/h,Sunny.,1030 mbar,81%
201501051020,1°C,Wind blowing from 270° West to East,35 km/h,Sunny.,1030 mbar,87%
201501051050,2°C,Wind blowing from 280° West to East,33 km/h,Partly sunny.,1030 mbar,81%
201501051120,1°C,Wind blowing from 280° West to East,32 km/h,Partly sunny.,1029 mbar,87%
201501051150,1°C,Wind blowing from 290° West-northwest to East-southeast,24 km/h,Scattered clouds.,1029 mbar,87%
201501051220,1°C,Wind blowing from 290° West-northwest to East-southeast,22 km/h,Scattered clouds.,1029 mbar,87%
201501051250,1°C,Wind blowing from 280° West to East,20 km/h,Partly sunny.,1029 mbar,87%
201501051320,2°C,Wind blowing from 300° West-northwest to East-southeast,15 km/h,Partly sunny.,1029 mbar,81%
201501051350,2°C,Wind blowing from 300° West-northwest to East-southeast,15 km/h,Scattered clouds.,1029 mbar,81%
201501051420,2°C,Wind blowing from 320° Northwest to Southeast,15 km/h,Partly sunny.,1029 mbar,81%
201501051450,2°C,Wind blowing from 350° North to South,13 km/h,Partly sunny.,1029 mbar,81%
201501051520,1°C,Wind blowing from 350° North to South,11 km/h,Scattered clouds.,1029 mbar,87%
201501051550,1°C,Wind blowing from 350° North to South,9 km/h,Scattered clouds.,1029 mbar,87%
201501051620,0°C,Wind blowing from 350° North to South,9 km/h,Scattered clouds.,1029 mbar,87%
201501051650,0°C,Wind blowing from 350° North to South,7 km/h,Passing clouds.,1029 mbar,93%
201501051720,0°C,Wind blowing from 330° North-northwest to South-southeast,7 km/h,Passing clouds.,1029 mbar,87%
201501051750,0°C,Wind blowing from 320° Northwest to Southeast,4 km/h,Passing clouds.,1029 mbar,87%
201501051820,0°C,Wind blowing from 290° West-northwest to East-southeast,6 km/h,Passing clouds.,1029 mbar,87%
201501051850,0°C,Wind blowing from 260° West to East,7 km/h,Passing clouds.,1029 mbar,87%
201501051920,-1°C,Wind blowing from 210° South-southwest to North-northeast,7 km/h,Passing clouds.,1029 mbar,93%
201501051950,0°C,Wind blowing from 210° South-southwest to North-northeast,6 km/h,Passing clouds.,1029 mbar,93%
201501052020,-1°C,Wind blowing from 210° South-southwest to North-northeast,7 km/h,Passing clouds.,1028 mbar,93%
201501052050,0°C,Wind blowing from 210° South-southwest to North-northeast,9 km/h,Passing clouds.,1028 mbar,93%
201501052120,0°C,Wind blowing from 200° South-southwest to North-northeast,7 km/h,Clear.,1028 mbar,93%
201501052150,-1°C,Wind blowing from 210° South-southwest to North-northeast,11 km/h,Clear.,1028 mbar,100%
201501052220,-1°C,Wind blowing from 200° South-southwest to North-northeast,7 km/h,Clear.,1028 mbar,93%
201501052250,-1°C,Wind blowing from 190° South to North,6 km/h,Clear.,1028 mbar,100%
201501052320,-1°C,Wind blowing from 200° South-southwest to North-northeast,9 km/h,Clear.,1027 mbar,100%
201501052350,-1°C,Wind blowing from 210° South-southwest to North-northeast,11 km/h,Clear.,1027 mbar,100%
201501060020,-1°C,Wind blowing from 220° Southwest to Northeast,11 km/h,Clear.,1027 mbar,100%
201501060050,-1°C,Wind blowing from 240° West-southwest to East-northeast,13 km/h,Clear.,1027 mbar,100%
201501060120,-1°C,Wind blowing from 250° West-southwest to East-northeast,13 km/h,Clear.,1027 mbar,100%
201501060150,-1°C,Wind blowing from 250° West-southwest to East-northeast,13 km/h,Clear.,1026 mbar,93%
201501060220,-1°C,Wind blowing from 270° West to East,11 km/h,Clear.,1027 mbar,100%
201501060250,-1°C,Wind blowing from 280° West to East,9 km/h,Clear.,1027 mbar,93%
201501060320,-1°C,Wind blowing from 280° West to East,11 km/h,Clear.,1026 mbar,93%
201501060350,-1°C,Wind blowing from 260° West to East,9 km/h,Clear.,1026 mbar,93%
201501060420,-2°C,Wind blowing from 260° West to East,13 km/h,Clear.,1026 mbar,93%
201501060450,-1°C,Wind blowing from 290° West-northwest to East-southeast,9 km/h,Clear.,1026 mbar,93%
201501060520,-3°C,Wind blowing from 220° Southwest to Northeast,9 km/h,Passing clouds.,1026 mbar,100%
201501060550,-2°C,Wind blowing from 210° South-southwest to North-northeast,11 km/h,Passing clouds.,1025 mbar,100%
201501060620,-3°C,Wind blowing from 210° South-southwest to North-northeast,11 km/h,Passing clouds.,1025 mbar,100%
201501060650,-3°C,Wind blowing from 210° South-southwest to North-northeast,13 km/h,Passing clouds.,1025 mbar,100%
201501060720,-3°C,Wind blowing from 210° South-southwest to North-northeast,13 km/h,Passing clouds.,1025 mbar,100%
201501060750,-3°C,Wind blowing from 210° South-southwest to North-northeast,13 km/h,Passing clouds.,1025 mbar,100%
201501060820,-3°C,Wind blowing from 200° South-southwest to North-northeast,15 km/h,Passing clouds.,1025 mbar,100%
201501060850,-3°C,Wind blowing from 210° South-southwest to North-northeast,13 km/h,Scattered clouds.,1025 mbar,100%
201501060920,-3°C,Wind blowing from 210° South-southwest to North-northeast,13 km/h,Scattered clouds.,1025 mbar,100%
201501060950,-1°C,Wind blowing from 210° South-southwest to North-northeast,11 km/h,Sunny.,1025 mbar,93%
201501061020,-1°C,Wind blowing from 200° South-southwest to North-northeast,11 km/h,Sunny.,1025 mbar,93%
201501061050,0°C,Wind blowing from 180° South to North,7 km/h,Sunny.,1025 mbar,87%
201501061120,1°C,Wind blowing from 190° South to North,9 km/h,Sunny.,1024 mbar,81%
201501061150,1°C,Wind blowing from 170° South to North,9 km/h,Sunny.,1024 mbar,87%
201501061220,1°C,Wind blowing from 170° South to North,11 km/h,Sunny.,1024 mbar,81%
201501061250,1°C,Wind blowing from 190° South to North,11 km/h,Sunny.,1023 mbar,81%
201501061320,1°C,Wind blowing from 200° South-southwest to North-northeast,9 km/h,Sunny.,1023 mbar,81%
201501061350,1°C,Wind blowing from 210° South-southwest to North-northeast,7 km/h,Sunny.,1023 mbar,81%
201501061420,2°C,Wind blowing from 220° Southwest to Northeast,4 km/h,Sunny.,1023 mbar,75%
201501061450,2°C,Wind blowing from 210° South-southwest to North-northeast,4 km/h,Sunny.,1022 mbar,75%
