time,temp,wind_dir,wind_speed,weather_text,barometer,humidity
201801011420,7°C,Wind blowing from 220° Southwest to Northeast,28 km/h,Scattered clouds.,1003 mbar,66%
201801011450,7°C,Wind blowing from 220° Southwest to Northeast,33 km/h,Partly sunny.,1002 mbar,66%
201801011520,6°C,Wind blowing from 220° Southwest to Northeast,32 km/h,Partly sunny.,1002 mbar,71%
201801011550,6°C,Wind blowing from 220° Southwest to Northeast,24 km/h,Scattered clouds.,1002 mbar,71%
201801011620,5°C,Wind blowing from 200° South-southwest to North-northeast,19 km/h,Passing clouds.,1002 mbar,76%
201801011650,5°C,Wind blowing from 200° South-southwest to North-northeast,24 km/h,Passing clouds.,1002 mbar,76%
201801011720,4°C,Wind blowing from 200° South-southwest to North-northeast,22 km/h,Clear.,1001 mbar,81%
201801011750,5°C,Wind blowing from 190° South to North,15 km/h,Clear.,1001 mbar,76%
201801011820,4°C,Wind blowing from 160° South-southeast to North-northwest,11 km/h,Clear.,1001 mbar,81%
201801011850,5°C,Wind blowing from 190° South to North,17 km/h,Clear.,1000 mbar,76%
201801011920,6°C,Wind blowing from 190° South to North,17 km/h,Clear.,1000 mbar,71%
201801011950,5°C,Wind blowing from 170° South to North,17 km/h,Clear.,1000 mbar,76%
201801012020,5°C,Wind blowing from 180° South to North,19 km/h,Light rain. Partly cloudy.,1000 mbar,76%
201801012050,5°C,Wind blowing from 180° South to North,22 km/h,Light rain. Mostly cloudy.,999 mbar,76%
201801012120,5°C,Wind blowing from 180° South to North,24 km/h,Light rain. Mostly cloudy.,999 mbar,76%
201801012150,4°C,Wind blowing from 180° South to North,24 km/h,Light rain. Mostly cloudy.,998 mbar,87%
201801012220,4°C,Wind blowing from 180° South to North,26 km/h,Light rain. Mostly cloudy.,998 mbar,87%
201801012250,4°C,Wind blowing from 180° South to North,26 km/h,Mostly cloudy.,998 mbar,87%
201801012320,4°C,Wind blowing from 180° South to North,26 km/h,Light rain. Overcast.,998 mbar,87%
201801012350,4°C,Wind blowing from 190° South to North,24 km/h,Partly cloudy.,998 mbar,87%
201801020020,4°C,Wind blowing from 190° South to North,20 km/h,Passing clouds.,997 mbar,87%
201801020050,4°C,Wind blowing from 190° South to North,19 km/h,Clear.,998 mbar,87%
201801020120,4°C,Wind blowing from 200° South-southwest to North-northeast,20 km/h,Passing clouds.,998 mbar,87%
201801020150,5°C,Wind blowing from 200° South-southwest to North-northeast,22 km/h,Passing clouds.,998 mbar,81%
201801020220,5°C,Wind blowing from 220° Southwest to Northeast,22 km/h,Light rain. Passing clouds.,999 mbar,87%
201801020250,4°C,Wind blowing from 250° West-southwest to East-northeast,32 km/h,Light rain. Passing clouds.,999 mbar,93%
201801020320,3°C,Wind blowing from 260° West to East,35 km/h,Light rain. Passing clouds.,1000 mbar,93%
201801020350,3°C,Wind blowing from 260° West to East,28 km/h,Light rain. Passing clouds.,1000 mbar,93%
201801020420,3°C,Wind blowing from 260° West to East,26 km/h,Light rain. Passing clouds.,1001 mbar,93%
201801020450,3°C,Wind blowing from 260° West to East,28 km/h,Light rain. Passing clouds.,1001 mbar,93%
201801020520,3°C,Wind blowing from 270° West to East,35 km/h,Light rain. Passing clouds.,1002 mbar,93%
201801020550,3°C,Wind blowing from 270° West to East,39 km/h,Light rain. Passing clouds.,1003 mbar,93%
201801020620,2°C,Wind blowing from 270° West to East,33 km/h,Light rain. Passing clouds.,1004 mbar,100%
201801020650,2°C,Wind blowing from 270° West to East,30 km/h,Light rain. Passing clouds.,1004 mbar,100%
201801020720,2°C,Wind blowing from 260° West to East,35 km/h,Light rain. Passing clouds.,1005 mbar,93%
201801020750,2°C,Wind blowing from 260° West to East,30 km/h,Light rain. Partly cloudy.,1006 mbar,93%
201801020820,2°C,Wind blowing from 260° West to East,24 km/h,Light rain. Partly sunny.,1006 mbar,100%
201801020850,2°C,Wind blowing from 260° West to East,24 km/h,Broken clouds.,1007 mbar,100%
201801020920,3°C,Wind blowing from 250° West-southwest to East-northeast,19 km/h,Scattered clouds.,1007 mbar,93%
201801020950,3°C,Wind blowing from 260° West to East,20 km/h,Sunny.,1008 mbar,93%
201801021020,3°C,Wind blowing from 260° West to East,20 km/h,Sunny.,1009 mbar,93%
201801021050,4°C,Wind blowing from 250° West-southwest to East-northeast,20 km/h,Partly sunny.,1009 mbar,93%
201801021120,4°C,Wind blowing from 270° West to East,24 km/h,Scattered clouds.,1009 mbar,87%
201801021150,5°C,Wind blowing from 260° West to East,22 km/h,Scattered clouds.,1009 mbar,87%
201801021220,5°C,Wind blowing from 260° West to East,28 km/h,Scattered clouds.,1009 mbar,81%
201801021250,5°C,Wind blowing from 260° West to East,24 km/h,Passing clouds.,1010 mbar,81%
201801021320,5°C,Wind blowing from 250° West-southwest to East-northeast,22 km/h,Scattered clouds.,1010 mbar,81%
201801021350,5°C,Wind blowing from 270° West to East,26 km/h,Scattered clouds.,1010 mbar,81%
201801021420,5°C,Wind blowing from 260° West to East,28 km/h,Broken clouds.,1010 mbar,81%
201801021450,5°C,Wind blowing from 250° West-southwest to East-northeast,22 km/h,Broken clouds.,1010 mbar,81%
201801021520,5°C,Wind blowing from 240° West-southwest to East-northeast,22 km/h,Partly sunny.,1011 mbar,81%
201801021550,5°C,Wind blowing from 250° West-southwest to East-northeast,22 km/h,Partly sunny.,1011 mbar,81%
201801021620,4°C,Wind blowing from 250° West-southwest to East-northeast,28 km/h,Scattered clouds.,1011 mbar,81%
201801021650,3°C,Wind blowing from 250° West-southwest to East-northeast,24 km/h,Clear.,1011 mbar,87%
201801021720,3°C,Wind blowing from 240° West-southwest to East-northeast,20 km/h,Passing clouds.,1011 mbar,81%
201801021750,2°C,Wind blowing from 220° Southwest to Northeast,13 km/h,Passing clouds.,1011 mbar,87%
201801021820,2°C,Wind blowing from 200° South-southwest to North-northeast,11 km/h,Passing clouds.,1011 mbar,87%
201801021850,3°C,Wind blowing from 230° Southwest to Northeast,19 km/h,Passing clouds.,1011 mbar,87%
201801021920,2°C,Wind blowing from 210° South-southwest to North-northeast,13 km/h,Passing clouds.,1011 mbar,93%
201801021950,2°C,Wind blowing from 210° South-southwest to North-northeast,13 km/h,Passing clouds.,1011 mbar,93%
201801022020,3°C,Wind blowing from 200° South-southwest to North-northeast,13 km/h,Passing clouds.,1011 mbar,87%
201801022050,3°C,Wind blowing from 200° South-southwest to North-northeast,13 km/h,Partly cloudy.,1010 mbar,81%
201801022120,3°C,Wind blowing from 190° South to North,17 km/h,Passing clouds.,1009 mbar,81%
201801022150,3°C,Wind blowing from 190° South to North,19 km/h,Passing clouds.,1009 mbar,81%
201801022220,3°C,Wind blowing from 200° South-southwest to North-northeast,22 km/h,Passing clouds.,1008 mbar,87%
201801022250,4°C,Wind blowing from 190° South to North,20 km/h,Partly cloudy.,1008 mbar,81%
201801022320,4°C,Wind blowing from 210° South-southwest to North-northeast,26 km/h,Passing clouds.,1007 mbar,81%
201801022350,4°C,Wind blowing from 210° South-southwest to North-northeast,26 km/h,Passing clouds.,1006 mbar,81%
201801030020,4°C,Wind blowing from 200° South-southwest to North-northeast,28 km/h,Partly cloudy.,1005 mbar,81%
201801030050,4°C,Wind blowing from 200° South-southwest to North-northeast,26 km/h,Passing clouds.,1004 mbar,81%
201801030120,4°C,Wind blowing from 200° South-southwest to North-northeast,32 km/h,Passing clouds.,1003 mbar,81%
201801030150,4°C,Wind blowing from 200° South-southwest to North-northeast,43 km/h,Passing clouds.,1002 mbar,81%
201801030220,4°C,Wind blowing from 200° South-southwest to North-northeast,39 km/h,Partly cloudy.,1001 mbar,81%
201801030250,4°C,Wind blowing from 200° South-southwest to North-northeast,33 km/h,Light rain. Partly cloudy.,1000 mbar,81%
201801030320,4°C,Wind blowing from 190° South to North,37 km/h,Light rain. Partly cloudy.,999 mbar,81%
201801030350,4°C,Wind blowing from 190° South to North,37 km/h,Rain. Mostly cloudy.,997 mbar,87%
201801030420,4°C,Wind blowing from 190° South to North,35 km/h,Light rain. Mostly cloudy.,996 mbar,87%
201801030450,4°C,Wind blowing from 190° South to North,43 km/h,Light rain. Partly cloudy.,994 mbar,87%
201801030520,5°C,Wind blowing from 190° South to North,41 km/h,Mostly cloudy.,992 mbar,81%
201801030550,5°C,Wind blowing from 190° South to North,33 km/h,Light rain. Partly cloudy.,991 mbar,93%
201801030620,5°C,Wind blowing from 190° South to North,37 km/h,Light rain. Passing clouds.,989 mbar,87%
201801030650,6°C,Wind blowing from 200° South-southwest to North-northeast,37 km/h,Rain. Mostly cloudy.,988 mbar,87%
201801030720,6°C,Wind blowing from 200° South-southwest to North-northeast,37 km/h,Rain. Overcast.,986 mbar,93%
201801030750,7°C,Wind blowing from 200° South-southwest to North-northeast,35 km/h,Sprinkles. Partly cloudy.,985 mbar,87%
201801030820,8°C,Wind blowing from 220° Southwest to Northeast,44 km/h,Sprinkles. Partly sunny.,985 mbar,82%
201801030850,8°C,Wind blowing from 230° Southwest to Northeast,39 km/h,Sprinkles. Partly sunny.,985 mbar,82%
201801030920,8°C,Wind blowing from 240° West-southwest to East-northeast,30 km/h,Partly sunny.,986 mbar,82%
201801030950,8°C,Wind blowing from 240° West-southwest to East-northeast,28 km/h,Partly sunny.,985 mbar,82%
201801031020,8°C,Wind blowing from 230° Southwest to Northeast,30 km/h,Scattered showers. Partly sunny.,986 mbar,82%
201801031050,8°C,Wind blowing from 230° Southwest to Northeast,32 km/h,Sprinkles. Scattered clouds.,986 mbar,82%
201801031120,8°C,Wind blowing from 230° Southwest to Northeast,37 km/h,Thunderstorms. Scattered clouds.,986 mbar,76%
201801031150,5°C,Wind blowing from 260° West to East,39 km/h,Sprinkles. Partly sunny.,987 mbar,87%
201801031220,5°C,Wind blowing from 260° West to East,30 km/h,Sprinkles. Scattered clouds.,988 mbar,87%
201801031250,5°C,Wind blowing from 260° West to East,28 km/h,Broken clouds.,989 mbar,87%
201801031350,6°C,Wind blowing from 250° West-southwest to East-northeast,50 km/h,Sprinkles. Scattered clouds.,990 mbar,76%
201801031420,6°C,Wind blowing from 250° West-southwest to East-northeast,44 km/h,Partly sunny.,990 mbar,76%
201801031450,6°C,Wind blowing from 240° West-southwest to East-northeast,44 km/h,Broken clouds.,990 mbar,76%
201801031520,6°C,Wind blowing from 240° West-southwest to East-northeast,48 km/h,Sprinkles. Partly sunny.,990 mbar,76%
201801031550,6°C,Wind blowing from 250° West-southwest to East-northeast,56 km/h,Sprinkles. Scattered clouds.,990 mbar,76%
201801031620,6°C,Wind blowing from 240° West-southwest to East-northeast,48 km/h,Sprinkles. Scattered clouds.,991 mbar,76%
201801031650,6°C,Wind blowing from 250° West-southwest to East-northeast,54 km/h,Partly cloudy.,991 mbar,76%
201801031720,6°C,Wind blowing from 250° West-southwest to East-northeast,61 km/h,Partly cloudy.,991 mbar,76%
201801031750,6°C,Wind blowing from 250° West-southwest to East-northeast,57 km/h,Passing clouds.,992 mbar,76%
201801031820,6°C,Wind blowing from 250° West-southwest to East-northeast,63 km/h,Passing clouds.,991 mbar,76%
201801031850,6°C,Wind blowing from 250° West-southwest to East-northeast,61 km/h,Passing clouds.,992 mbar,76%
201801031920,6°C,Wind blowing from 250° West-southwest to East-northeast,61 km/h,Passing clouds.,993 mbar,76%
201801031950,6°C,Wind blowing from 250° West-southwest to East-northeast,59 km/h,Passing clouds.,993 mbar,71%
201801032020,6°C,Wind blowing from 250° West-southwest to East-northeast,56 km/h,Passing clouds.,993 mbar,71%
201801032050,6°C,Wind blowing from 250° West-southwest to East-northeast,54 km/h,Passing clouds.,993 mbar,71%
201801032120,6°C,Wind blowing from 250° West-southwest to East-northeast,50 km/h,Passing clouds.,994 mbar,71%
201801032150,6°C,Wind blowing from 250° West-southwest to East-northeast,50 km/h,Passing clouds.,994 mbar,76%
201801032220,6°C,Wind blowing from 250° West-southwest to East-northeast,46 km/h,Light rain. Passing clouds.,994 mbar,76%
201801032250,5°C,Wind blowing from 260° West to East,43 km/h,Light rain. Partly cloudy.,995 mbar,87%
201801032320,4°C,Wind blowing from 240° West-southwest to East-northeast,35 km/h,Passing clouds.,995 mbar,87%
201801032350,5°C,Wind blowing from 250° West-southwest to East-northeast,43 km/h,Passing clouds.,995 mbar,81%
201801040020,5°C,Wind blowing from 250° West-southwest to East-northeast,44 km/h,Passing clouds.,995 mbar,76%
201801040050,4°C,Wind blowing from 250° West-southwest to East-northeast,48 km/h,Passing clouds.,995 mbar,87%
201801040120,5°C,Wind blowing from 250° West-southwest to East-northeast,52 km/h,Passing clouds.,995 mbar,81%
201801040150,5°C,Wind blowing from 240° West-southwest to East-northeast,44 km/h,Passing clouds.,996 mbar,81%
201801040220,5°C,Wind blowing from 250° West-southwest to East-northeast,41 km/h,Passing clouds.,996 mbar,81%
201801040250,5°C,Wind blowing from 250° West-southwest to East-northeast,39 km/h,Passing clouds.,996 mbar,81%
201801040320,5°C,Wind blowing from 250° West-southwest to East-northeast,43 km/h,Passing clouds.,996 mbar,81%
201801040350,5°C,Wind blowing from 240° West-southwest to East-northeast,35 km/h,Passing clouds.,996 mbar,81%
201801040420,5°C,Wind blowing from 240° West-southwest to East-northeast,43 km/h,Passing clouds.,996 mbar,81%
201801040450,5°C,Wind blowing from 240° West-southwest to East-northeast,43 km/h,Passing clouds.,996 mbar,81%
201801040520,5°C,Wind blowing from 250° West-southwest to East-northeast,41 km/h,Passing clouds.,996 mbar,81%
201801040550,5°C,Wind blowing from 250° West-southwest to East-northeast,39 km/h,Passing clouds.,997 mbar,76%
201801040620,5°C,Wind blowing from 240° West-southwest to East-northeast,41 km/h,Passing clouds.,997 mbar,81%
201801040650,6°C,Wind blowing from 240° West-southwest to East-northeast,35 km/h,Passing clouds.,997 mbar,76%
201801040720,5°C,Wind blowing from 240° West-southwest to East-northeast,32 km/h,Passing clouds.,997 mbar,81%
201801040750,5°C,Wind blowing from 240° West-southwest to East-northeast,28 km/h,Passing clouds.,997 mbar,81%
201801040820,6°C,Wind blowing from 240° West-southwest to East-northeast,35 km/h,Partly sunny.,997 mbar,76%
201801040850,5°C,Wind blowing from 240° West-southwest to East-northeast,32 km/h,Scattered clouds.,997 mbar,81%
201801040920,6°C,Wind blowing from 230° Southwest to Northeast,28 km/h,Scattered clouds.,998 mbar,76%
201801040950,6°C,Wind blowing from 230° Southwest to Northeast,28 km/h,Partly sunny.,998 mbar,76%
201801041020,6°C,Wind blowing from 230° Southwest to Northeast,30 km/h,Broken clouds.,998 mbar,76%
201801041050,6°C,Wind blowing from 230° Southwest to Northeast,26 km/h,Partly sunny.,998 mbar,76%
201801041120,6°C,Wind blowing from 230° Southwest to Northeast,22 km/h,More clouds than sun.,998 mbar,76%
201801041150,6°C,Wind blowing from 230° Southwest to Northeast,24 km/h,More clouds than sun.,997 mbar,76%
201801041220,6°C,Wind blowing from 220° Southwest to Northeast,20 km/h,More clouds than sun.,997 mbar,76%
201801041250,6°C,Wind blowing from 230° Southwest to Northeast,22 km/h,More clouds than sun.,997 mbar,76%
201801041350,7°C,Wind blowing from 210° South-southwest to North-northeast,15 km/h,Partly sunny.,996 mbar,71%
201801041420,6°C,Wind blowing from 220° Southwest to Northeast,24 km/h,Light rain. Mostly cloudy.,995 mbar,81%
201801041450,6°C,Wind blowing from 230° Southwest to Northeast,20 km/h,Light rain. Broken clouds.,995 mbar,81%
201801041520,6°C,Wind blowing from 200° South-southwest to North-northeast,17 km/h,More clouds than sun.,995 mbar,81%
201801041550,6°C,Wind blowing from 190° South to North,19 km/h,Mostly cloudy.,994 mbar,81%
201801041620,6°C,Wind blowing from 190° South to North,15 km/h,Light rain. Mostly cloudy.,994 mbar,81%
201801041650,6°C,Wind blowing from 180° South to North,15 km/h,Mostly cloudy.,993 mbar,81%
201801041720,5°C,Wind blowing from 180° South to North,17 km/h,Light rain. Mostly cloudy.,993 mbar,93%
201801041750,5°C,Wind blowing from 180° South to North,19 km/h,Light rain. Mostly cloudy.,992 mbar,93%
201801041820,5°C,Wind blowing from 190° South to North,19 km/h,Light rain. Passing clouds.,992 mbar,100%
201801041850,6°C,Wind blowing from 200° South-southwest to North-northeast,22 km/h,Passing clouds.,991 mbar,93%
201801041920,7°C,Wind blowing from 220° Southwest to Northeast,19 km/h,Passing clouds.,992 mbar,93%
201801041950,7°C,Wind blowing from 220° Southwest to Northeast,15 km/h,Partly cloudy.,991 mbar,93%
201801042020,8°C,Wind blowing from 230° Southwest to Northeast,15 km/h,Clear.,991 mbar,87%
201801042050,8°C,Wind blowing from 230° Southwest to Northeast,20 km/h,Clear.,991 mbar,87%
201801042120,9°C,Wind blowing from 240° West-southwest to East-northeast,24 km/h,Clear.,991 mbar,82%
201801042150,9°C,Wind blowing from 250° West-southwest to East-northeast,22 km/h,Clear.,991 mbar,76%
201801042220,8°C,Wind blowing from 240° West-southwest to East-northeast,24 km/h,Clear.,991 mbar,82%
201801042250,8°C,Wind blowing from 190° South to North,9 km/h,Passing clouds.,991 mbar,87%
201801042320,8°C,Wind blowing from 260° West to East,26 km/h,Passing clouds.,992 mbar,82%
201801042350,8°C,Wind blowing from 250° West-southwest to East-northeast,28 km/h,Passing clouds.,993 mbar,76%
201801050020,8°C,Wind blowing from 250° West-southwest to East-northeast,30 km/h,Passing clouds.,993 mbar,71%
201801050050,7°C,Wind blowing from 250° West-southwest to East-northeast,32 km/h,Passing clouds.,993 mbar,76%
201801050120,7°C,Wind blowing from 240° West-southwest to East-northeast,22 km/h,Passing clouds.,994 mbar,71%
201801050150,7°C,Wind blowing from 240° West-southwest to East-northeast,28 km/h,Passing clouds.,994 mbar,71%
201801050220,7°C,Wind blowing from 240° West-southwest to East-northeast,37 km/h,Clear.,994 mbar,71%
201801050250,7°C,Wind blowing from 250° West-southwest to East-northeast,44 km/h,Clear.,994 mbar,66%
201801050320,6°C,Wind blowing from 250° West-southwest to East-northeast,48 km/h,Clear.,995 mbar,71%
201801050350,6°C,Wind blowing from 240° West-southwest to East-northeast,41 km/h,Clear.,995 mbar,71%
201801050420,6°C,Wind blowing from 240° West-southwest to East-northeast,46 km/h,Passing clouds.,995 mbar,71%
201801050450,6°C,Wind blowing from 240° West-southwest to East-northeast,46 km/h,Clear.,995 mbar,71%
201801050520,6°C,Wind blowing from 250° West-southwest to East-northeast,41 km/h,Clear.,995 mbar,71%
201801050550,6°C,Wind blowing from 240° West-southwest to East-northeast,44 km/h,Clear.,995 mbar,71%
201801050620,6°C,Wind blowing from 230° Southwest to Northeast,37 km/h,Clear.,995 mbar,71%
201801050650,6°C,Wind blowing from 230° Southwest to Northeast,39 km/h,Partly cloudy.,995 mbar,71%
201801050720,6°C,Wind blowing from 230° Southwest to Northeast,32 km/h,Passing clouds.,996 mbar,76%
201801050750,6°C,Wind blowing from 220° Southwest to Northeast,30 km/h,Passing clouds.,996 mbar,81%
201801050850,7°C,Wind blowing from 230° Southwest to Northeast,30 km/h,Sprinkles. Broken clouds.,996 mbar,81%
201801050920,6°C,Wind blowing from 230° Southwest to Northeast,22 km/h,Sprinkles. Scattered clouds.,996 mbar,93%
201801051020,8°C,Wind blowing from 240° West-southwest to East-northeast,32 km/h,Broken clouds.,996 mbar,82%
201801051050,8°C,Wind blowing from 250° West-southwest to East-northeast,37 km/h,Partly sunny.,997 mbar,87%
201801051120,8°C,Wind blowing from 240° West-southwest to East-northeast,43 km/h,Partly sunny.,997 mbar,82%
201801051150,8°C,Wind blowing from 250° West-southwest to East-northeast,32 km/h,Partly sunny.,997 mbar,82%
201801051220,9°C,Wind blowing from 250° West-southwest to East-northeast,32 km/h,Partly sunny.,997 mbar,76%
201801051250,8°C,Wind blowing from 250° West-southwest to East-northeast,32 km/h,Sprinkles. Broken clouds.,998 mbar,82%
201801051320,9°C,Wind blowing from 250° West-southwest to East-northeast,24 km/h,Broken clouds.,997 mbar,76%
201801051350,8°C,Wind blowing from 240° West-southwest to East-northeast,24 km/h,Light rain. Partly sunny.,998 mbar,82%
201801051420,8°C,Wind blowing from 240° West-southwest to East-northeast,28 km/h,Partly sunny.,998 mbar,82%
201801051450,8°C,Wind blowing from 240° West-southwest to East-northeast,20 km/h,Partly sunny.,998 mbar,82%
201801051520,8°C,Wind blowing from 220° Southwest to Northeast,17 km/h,Partly sunny.,998 mbar,76%
201801051550,7°C,Wind blowing from 220° Southwest to Northeast,17 km/h,Partly sunny.,998 mbar,81%
201801051620,7°C,Wind blowing from 200° South-southwest to North-northeast,13 km/h,Partly sunny.,999 mbar,87%
201801051650,7°C,Wind blowing from 210° South-southwest to North-northeast,15 km/h,Passing clouds.,999 mbar,81%
201801051720,7°C,Wind blowing from 210° South-southwest to North-northeast,24 km/h,Partly cloudy.,999 mbar,81%
201801051750,6°C,Wind blowing from 210° South-southwest to North-northeast,19 km/h,Partly cloudy.,999 mbar,81%
201801051820,6°C,Wind blowing from 200° South-southwest to North-northeast,19 km/h,Clear.,1000 mbar,81%
201801051850,6°C,Wind blowing from 210° South-southwest to North-northeast,19 km/h,Clear.,1000 mbar,81%
201801051920,6°C,Wind blowing from 200° South-southwest to North-northeast,15 km/h,Clear.,1000 mbar,81%
201801051950,5°C,Wind blowing from 210° South-southwest to North-northeast,13 km/h,Clear.,1000 mbar,81%
201801052020,5°C,Wind blowing from 210° South-southwest to North-northeast,15 km/h,Clear.,1000 mbar,87%
201801052050,5°C,Wind blowing from 220° Southwest to Northeast,15 km/h,Clear.,1001 mbar,87%
201801052120,5°C,Wind blowing from 200° South-southwest to North-northeast,11 km/h,Clear.,1001 mbar,87%
201801052150,4°C,Wind blowing from 210° South-southwest to North-northeast,15 km/h,Clear.,1001 mbar,93%
201801052220,6°C,Wind blowing from 220° Southwest to Northeast,17 km/h,Clear.,1001 mbar,87%
201801052250,6°C,Wind blowing from 220° Southwest to Northeast,20 km/h,Clear.,1001 mbar,87%
201801052320,6°C,Wind blowing from 230° Southwest to Northeast,22 km/h,Clear.,1002 mbar,87%
201801052350,7°C,Wind blowing from 230° Southwest to Northeast,22 km/h,Clear.,1002 mbar,81%
201801060020,7°C,Wind blowing from 220° Southwest to Northeast,22 km/h,Clear.,1002 mbar,81%
201801060050,7°C,Wind blowing from 220° Southwest to Northeast,22 km/h,Clear.,1002 mbar,81%
201801060120,7°C,Wind blowing from 230° Southwest to Northeast,20 km/h,Partly cloudy.,1003 mbar,81%
201801060150,7°C,Wind blowing from 220° Southwest to Northeast,20 km/h,Passing clouds.,1003 mbar,81%
201801060220,7°C,Wind blowing from 230° Southwest to Northeast,17 km/h,Passing clouds.,1003 mbar,81%
201801060250,7°C,Wind blowing from 220° Southwest to Northeast,17 km/h,Drizzle. Overcast.,1003 mbar,87%
201801060320,6°C,Wind blowing from 220° Southwest to Northeast,17 km/h,Passing clouds.,1004 mbar,93%
201801060350,6°C,Wind blowing from 230° Southwest to Northeast,15 km/h,Partly cloudy.,1004 mbar,93%
201801060420,6°C,Wind blowing from 210° South-southwest to North-northeast,11 km/h,Mostly cloudy.,1004 mbar,93%
201801060450,6°C,Wind blowing from 200° South-southwest to North-northeast,13 km/h,Clear.,1004 mbar,87%
201801060520,5°C,Wind blowing from 210° South-southwest to North-northeast,13 km/h,Clear.,1004 mbar,93%
201801060550,6°C,Wind blowing from 210° South-southwest to North-northeast,11 km/h,Clear.,1004 mbar,87%
201801060620,5°C,Wind blowing from 0° North to South,4 km/h,Clear.,1005 mbar,87%
201801060650,5°C,Wind blowing from 230° Southwest to Northeast,7 km/h,Mostly cloudy.,1005 mbar,93%
201801060720,5°C,Wind blowing from 190° South to North,7 km/h,Passing clouds.,1005 mbar,93%
201801060750,4°C,Wind blowing from 220° Southwest to Northeast,9 km/h,Partly cloudy.,1005 mbar,93%
201801060820,4°C,Wind blowing from 210° South-southwest to North-northeast,7 km/h,Partly sunny.,1006 mbar,93%
201801060850,5°C,Wind blowing from 260° West to East,6 km/h,Partly sunny.,1006 mbar,93%
201801060920,5°C,Wind blowing from 180° South to North,7 km/h,Broken clouds.,1006 mbar,87%
201801060950,7°C,Wind blowing from 200° South-southwest to North-northeast,6 km/h,Broken clouds.,1007 mbar,81%
201801061050,7°C,Wind blowing from 180° South to North,7 km/h,Broken clouds.,1007 mbar,81%
201801061120,7°C,Wind blowing from 180° South to North,7 km/h,Scattered clouds.,1008 mbar,87%
201801061150,7°C,Wind blowing from 200° South-southwest to North-northeast,6 km/h,Broken clouds.,1008 mbar,87%
201801061220,8°C,Wind blowing from 0° North to South,4 km/h,Broken clouds.,1008 mbar,82%
201801061250,8°C,Wind blowing from 170° South to North,6 km/h,Broken clouds.,1008 mbar,82%
201801061320,8°C,Wind blowing from 0° North to South,2 km/h,Partly sunny.,1008 mbar,82%
201801061350,7°C,Wind blowing from 0° North to South,4 km/h,Broken clouds.,1008 mbar,93%
