time,temp,wind_dir,wind_speed,weather_text,barometer,humidity
202301021350,13°C,Wind blowing from 230° Southwest to Northeast,22 km/h,Passing clouds.,1016 mbar,63%
202301021420,13°C,Wind blowing from 230° Southwest to Northeast,24 km/h,Sprinkles. Passing clouds.,1017 mbar,63%
202301021450,12°C,Wind blowing from 220° Southwest to Northeast,22 km/h,Sunny.,1017 mbar,72%
202301021520,12°C,Wind blowing from 230° Southwest to Northeast,20 km/h,Passing clouds.,1017 mbar,72%
202301021550,12°C,Wind blowing from 240° West-southwest to East-northeast,26 km/h,Passing clouds.,1018 mbar,72%
202301021620,11°C,Wind blowing from 230° Southwest to Northeast,22 km/h,Passing clouds.,1018 mbar,77%
202301021650,11°C,Wind blowing from 240° West-southwest to East-northeast,22 km/h,Passing clouds.,1018 mbar,77%
202301021720,11°C,Wind blowing from 240° West-southwest to East-northeast,19 km/h,Overcast.,1019 mbar,82%
202301021750,11°C,Wind blowing from 240° West-southwest to East-northeast,20 km/h,Mostly cloudy.,1019 mbar,82%
202301021820,9°C,Wind blowing from 280° West to East,24 km/h,Sprinkles. Fog.,1019 mbar,87%
202301021850,8°C,Wind blowing from 280° West to East,20 km/h,Rain showers. Mostly cloudy.,1019 mbar,100%
202301021920,8°C,Wind blowing from 270° West to East,24 km/h,Rain showers. Passing clouds.,1020 mbar,100%
202301021950,8°C,Wind blowing from 250° West-southwest to East-northeast,17 km/h,Rain showers. Passing clouds.,1020 mbar,93%
202301022020,8°C,Wind blowing from 240° West-southwest to East-northeast,19 km/h,Passing clouds.,1021 mbar,93%
202301022050,8°C,Wind blowing from 240° West-southwest to East-northeast,15 km/h,Scattered showers. Partly cloudy.,1021 mbar,93%
202301022120,8°C,Wind blowing from 260° West to East,28 km/h,Sprinkles. Passing clouds.,1022 mbar,87%
202301022150,8°C,Wind blowing from 260° West to East,22 km/h,Passing clouds.,1022 mbar,87%
202301022220,7°C,Wind blowing from 240° West-southwest to East-northeast,20 km/h,Passing clouds.,1023 mbar,93%
202301022250,7°C,Wind blowing from 230° Southwest to Northeast,24 km/h,Clear.,1023 mbar,87%
202301022320,7°C,Wind blowing from 250° West-southwest to East-northeast,28 km/h,Clear.,1023 mbar,87%
202301022350,7°C,Wind blowing from 260° West to East,19 km/h,Passing clouds.,1024 mbar,87%
202301030020,7°C,Wind blowing from 260° West to East,17 km/h,Scattered showers. Partly cloudy.,1024 mbar,87%
202301030150,7°C,Wind blowing from 200° South-southwest to North-northeast,9 km/h,Passing clouds.,1025 mbar,87%
202301030220,7°C,Wind blowing from 220° Southwest to Northeast,13 km/h,Passing clouds.,1025 mbar,87%
202301030250,7°C,Wind blowing from 220° Southwest to Northeast,13 km/h,Overcast.,1026 mbar,87%
202301030320,6°C,Wind blowing from 220° Southwest to Northeast,15 km/h,Passing clouds.,1026 mbar,87%
202301030350,6°C,Wind blowing from 230° Southwest to Northeast,13 km/h,Passing clouds.,1026 mbar,87%
202301030420,6°C,Wind blowing from 230° Southwest to Northeast,11 km/h,Passing clouds.,1026 mbar,81%
202301030450,5°C,Wind blowing from 200° South-southwest to North-northeast,9 km/h,Partly cloudy.,1026 mbar,93%
202301030520,6°C,Wind blowing from 240° West-southwest to East-northeast,17 km/h,Partly cloudy.,1026 mbar,87%
202301030550,4°C,Wind blowing from 250° West-southwest to East-northeast,17 km/h,Passing clouds.,1026 mbar,87%
202301030620,3°C,Wind blowing from 230° Southwest to Northeast,11 km/h,Passing clouds.,1027 mbar,87%
202301030650,4°C,Wind blowing from 180° South to North,11 km/h,Passing clouds.,1027 mbar,87%
202301030720,4°C,Wind blowing from 190° South to North,11 km/h,Passing clouds.,1027 mbar,87%
202301030750,3°C,Wind blowing from 200° South-southwest to North-northeast,13 km/h,Passing clouds.,1027 mbar,93%
202301030820,3°C,Wind blowing from 200° South-southwest to North-northeast,13 km/h,Sunny.,1027 mbar,87%
202301030850,3°C,Wind blowing from 200° South-southwest to North-northeast,13 km/h,Sunny.,1028 mbar,87%
202301030920,3°C,Wind blowing from 210° South-southwest to North-northeast,15 km/h,Sunny.,1028 mbar,93%
202301030950,5°C,Wind blowing from 210° South-southwest to North-northeast,13 km/h,Sunny.,1028 mbar,87%
202301031020,6°C,Wind blowing from 230° Southwest to Northeast,15 km/h,Sunny.,1028 mbar,81%
202301031050,7°C,Wind blowing from 230° Southwest to Northeast,19 km/h,Sunny.,1029 mbar,76%
202301031120,7°C,Wind blowing from 240° West-southwest to East-northeast,17 km/h,Sunny.,1028 mbar,76%
202301031150,8°C,Wind blowing from 230° Southwest to Northeast,17 km/h,Sunny.,1028 mbar,76%
202301031220,8°C,Wind blowing from 240° West-southwest to East-northeast,19 km/h,Sunny.,1028 mbar,71%
202301031250,8°C,Wind blowing from 250° West-southwest to East-northeast,19 km/h,Passing clouds.,1028 mbar,71%
202301031320,8°C,Wind blowing from 250° West-southwest to East-northeast,22 km/h,Sunny.,1028 mbar,71%
202301031350,8°C,Wind blowing from 240° West-southwest to East-northeast,19 km/h,Sunny.,1028 mbar,71%
202301031420,8°C,Wind blowing from 250° West-southwest to East-northeast,13 km/h,Scattered clouds.,1028 mbar,71%
202301031450,8°C,Wind blowing from 240° West-southwest to East-northeast,13 km/h,Scattered clouds.,1028 mbar,71%
202301031520,8°C,Wind blowing from 210° South-southwest to North-northeast,15 km/h,Passing clouds.,1028 mbar,71%
202301031550,7°C,Wind blowing from 220° Southwest to Northeast,17 km/h,Passing clouds.,1028 mbar,76%
202301031620,6°C,Wind blowing from 220° Southwest to Northeast,20 km/h,Scattered clouds.,1028 mbar,81%
202301031650,6°C,Wind blowing from 220° Southwest to Northeast,19 km/h,Passing clouds.,1028 mbar,81%
202301031720,6°C,Wind blowing from 210° South-southwest to North-northeast,15 km/h,Passing clouds.,1028 mbar,81%
202301031750,6°C,Wind blowing from 210° South-southwest to North-northeast,11 km/h,Overcast.,1028 mbar,81%
202301031820,6°C,Wind blowing from 190° South to North,9 km/h,Overcast.,1028 mbar,81%
202301031850,6°C,Wind blowing from 200° South-southwest to North-northeast,11 km/h,Overcast.,1028 mbar,81%
202301031920,5°C,Wind blowing from 190° South to North,11 km/h,Passing clouds.,1028 mbar,87%
202301032020,5°C,Wind blowing from 200° South-southwest to North-northeast,17 km/h,Passing clouds.,1028 mbar,81%
202301032050,6°C,Wind blowing from 200° South-southwest to North-northeast,17 km/h,Passing clouds.,1028 mbar,76%
202301032120,5°C,Wind blowing from 200° South-southwest to North-northeast,17 km/h,Passing clouds.,1028 mbar,81%
202301032150,5°C,Wind blowing from 200° South-southwest to North-northeast,19 km/h,Passing clouds.,1027 mbar,81%
202301032220,5°C,Wind blowing from 200° South-southwest to North-northeast,19 km/h,Clear.,1027 mbar,81%
202301032250,4°C,Wind blowing from 190° South to North,15 km/h,Clear.,1027 mbar,81%
202301032320,5°C,Wind blowing from 200° South-southwest to North-northeast,17 km/h,Clear.,1027 mbar,81%
202301032350,5°C,Wind blowing from 200° South-southwest to North-northeast,17 km/h,Clear.,1027 mbar,81%
202301040020,5°C,Wind blowing from 200° South-southwest to North-northeast,15 km/h,Clear.,1026 mbar,76%
202301040150,5°C,Wind blowing from 210° South-southwest to North-northeast,22 km/h,Clear.,1025 mbar,81%
202301040220,4°C,Wind blowing from 210° South-southwest to North-northeast,17 km/h,Clear.,1025 mbar,81%
202301040250,5°C,Wind blowing from 210° South-southwest to North-northeast,17 km/h,Clear.,1024 mbar,81%
202301040320,5°C,Wind blowing from 210° South-southwest to North-northeast,17 km/h,Clear.,1024 mbar,81%
202301040350,5°C,Wind blowing from 200° South-southwest to North-northeast,22 km/h,Clear.,1024 mbar,81%
202301040420,6°C,Wind blowing from 200° South-southwest to North-northeast,22 km/h,Clear.,1023 mbar,76%
202301040450,6°C,Wind blowing from 200° South-southwest to North-northeast,28 km/h,Clear.,1022 mbar,76%
202301040520,6°C,Wind blowing from 210° South-southwest to North-northeast,26 km/h,Clear.,1022 mbar,76%
202301040550,6°C,Wind blowing from 200° South-southwest to North-northeast,28 km/h,Clear.,1021 mbar,76%
202301040620,7°C,Wind blowing from 200° South-southwest to North-northeast,30 km/h,Clear.,1021 mbar,71%
202301040650,7°C,Wind blowing from 210° South-southwest to North-northeast,33 km/h,Light rain. Clear.,1021 mbar,71%
202301040720,7°C,Wind blowing from 210° South-southwest to North-northeast,37 km/h,Light rain. Clear.,1020 mbar,76%
202301040750,6°C,Wind blowing from 220° Southwest to Northeast,37 km/h,Light rain. Passing clouds.,1020 mbar,81%
202301040820,6°C,Wind blowing from 210° South-southwest to North-northeast,33 km/h,Light rain. Scattered clouds.,1020 mbar,81%
202301040850,6°C,Wind blowing from 220° Southwest to Northeast,35 km/h,Partly sunny.,1019 mbar,87%
202301040920,6°C,Wind blowing from 210° South-southwest to North-northeast,39 km/h,Scattered clouds.,1019 mbar,87%
202301040950,6°C,Wind blowing from 210° South-southwest to North-northeast,39 km/h,Partly sunny.,1019 mbar,87%
202301041020,6°C,Wind blowing from 210° South-southwest to North-northeast,39 km/h,Mostly cloudy.,1019 mbar,87%
202301041050,6°C,Wind blowing from 210° South-southwest to North-northeast,32 km/h,Overcast.,1019 mbar,87%
202301041120,7°C,Wind blowing from 220° Southwest to Northeast,35 km/h,Overcast.,1018 mbar,81%
202301041150,7°C,Wind blowing from 210° South-southwest to North-northeast,33 km/h,Overcast.,1018 mbar,81%
202301041220,7°C,Wind blowing from 210° South-southwest to North-northeast,35 km/h,Overcast.,1018 mbar,87%
202301041250,7°C,Wind blowing from 220° Southwest to Northeast,37 km/h,Overcast.,1017 mbar,87%
202301041350,8°C,Wind blowing from 220° Southwest to Northeast,37 km/h,Overcast.,1016 mbar,82%
202301041420,8°C,Wind blowing from 220° Southwest to Northeast,35 km/h,Rain. Overcast.,1016 mbar,87%
202301041450,8°C,Wind blowing from 210° South-southwest to North-northeast,35 km/h,Light rain. Partly sunny.,1015 mbar,87%
202301041520,8°C,Wind blowing from 210° South-southwest to North-northeast,35 km/h,Partly sunny.,1015 mbar,87%
202301041550,9°C,Wind blowing from 210° South-southwest to North-northeast,33 km/h,Partly sunny.,1015 mbar,82%
202301041620,9°C,Wind blowing from 210° South-southwest to North-northeast,35 km/h,Partly sunny.,1014 mbar,82%
202301041650,9°C,Wind blowing from 220° Southwest to Northeast,39 km/h,Passing clouds.,1014 mbar,82%
202301041720,9°C,Wind blowing from 210° South-southwest to North-northeast,39 km/h,Mostly cloudy.,1013 mbar,82%
202301041750,9°C,Wind blowing from 230° Southwest to Northeast,43 km/h,Passing clouds.,1013 mbar,87%
202301041820,9°C,Wind blowing from 230° Southwest to Northeast,48 km/h,Passing clouds.,1012 mbar,87%
202301041850,10°C,Wind blowing from 230° Southwest to Northeast,50 km/h,Passing clouds.,1012 mbar,82%
202301041920,9°C,Wind blowing from 230° Southwest to Northeast,48 km/h,Passing clouds.,1012 mbar,87%
202301041950,9°C,Wind blowing from 230° Southwest to Northeast,44 km/h,Passing clouds.,1012 mbar,87%
202301042020,9°C,Wind blowing from 240° West-southwest to East-northeast,48 km/h,Partly cloudy.,1012 mbar,87%
202301042120,10°C,Wind blowing from 240° West-southwest to East-northeast,48 km/h,Passing clouds.,1012 mbar,82%
202301042150,10°C,Wind blowing from 250° West-southwest to East-northeast,59 km/h,Passing clouds.,1012 mbar,76%
202301042220,11°C,Wind blowing from 250° West-southwest to East-northeast,52 km/h,Passing clouds.,1012 mbar,72%
202301042250,11°C,Wind blowing from 250° West-southwest to East-northeast,50 km/h,Passing clouds.,1012 mbar,72%
202301042320,10°C,Wind blowing from 240° West-southwest to East-northeast,41 km/h,Scattered showers. Passing clouds.,1013 mbar,76%
202301042350,10°C,Wind blowing from 240° West-southwest to East-northeast,41 km/h,Scattered showers. Passing clouds.,1013 mbar,82%
202301050020,10°C,Wind blowing from 240° West-southwest to East-northeast,37 km/h,Passing clouds.,1013 mbar,76%
202301050150,10°C,Wind blowing from 250° West-southwest to East-northeast,41 km/h,Passing clouds.,1012 mbar,76%
202301050220,10°C,Wind blowing from 250° West-southwest to East-northeast,41 km/h,Passing clouds.,1013 mbar,71%
202301050250,10°C,Wind blowing from 250° West-southwest to East-northeast,37 km/h,Passing clouds.,1013 mbar,71%
202301050320,10°C,Wind blowing from 250° West-southwest to East-northeast,43 km/h,Clear.,1012 mbar,71%
202301050350,10°C,Wind blowing from 260° West to East,37 km/h,Passing clouds.,1012 mbar,71%
202301050420,9°C,Wind blowing from 280° West to East,33 km/h,Sprinkles. Passing clouds.,1013 mbar,76%
202301050450,9°C,Wind blowing from 270° West to East,22 km/h,Passing clouds.,1013 mbar,76%
202301050520,9°C,Wind blowing from 270° West to East,26 km/h,Sprinkles. Partly cloudy.,1013 mbar,76%
202301050550,8°C,Wind blowing from 270° West to East,28 km/h,Sprinkles. Passing clouds.,1014 mbar,87%
202301050620,8°C,Wind blowing from 260° West to East,35 km/h,Passing clouds.,1013 mbar,87%
202301050650,8°C,Wind blowing from 250° West-southwest to East-northeast,26 km/h,Passing clouds.,1014 mbar,82%
202301050720,8°C,Wind blowing from 250° West-southwest to East-northeast,28 km/h,Clear.,1014 mbar,82%
202301050750,8°C,Wind blowing from 250° West-southwest to East-northeast,24 km/h,Passing clouds.,1015 mbar,87%
202301050820,8°C,Wind blowing from 260° West to East,17 km/h,Drizzle. Partly sunny.,1015 mbar,87%
202301050850,8°C,Wind blowing from 240° West-southwest to East-northeast,20 km/h,Partly sunny.,1016 mbar,87%
202301050920,8°C,Wind blowing from 230° Southwest to Northeast,19 km/h,Broken clouds.,1016 mbar,82%
202301050950,8°C,Wind blowing from 250° West-southwest to East-northeast,26 km/h,Broken clouds.,1016 mbar,82%
202301051020,9°C,Wind blowing from 250° West-southwest to East-northeast,26 km/h,Partly sunny.,1016 mbar,76%
202301051050,9°C,Wind blowing from 250° West-southwest to East-northeast,28 km/h,Partly sunny.,1017 mbar,76%
202301051120,9°C,Wind blowing from 260° West to East,30 km/h,More clouds than sun.,1017 mbar,76%
202301051150,10°C,Wind blowing from 250° West-southwest to East-northeast,30 km/h,Drizzle. Broken clouds.,1017 mbar,76%
202301051220,9°C,Wind blowing from 260° West to East,33 km/h,Passing clouds.,1017 mbar,82%
202301051250,9°C,Wind blowing from 260° West to East,35 km/h,Sprinkles. Partly sunny.,1018 mbar,82%
202301051320,9°C,Wind blowing from 260° West to East,30 km/h,Sprinkles. Broken clouds.,1018 mbar,87%
202301051350,9°C,Wind blowing from 270° West to East,33 km/h,Sprinkles. Partly sunny.,1018 mbar,82%
202301051420,9°C,Wind blowing from 270° West to East,33 km/h,Scattered showers. Scattered clouds.,1018 mbar,82%
202301051450,8°C,Wind blowing from 270° West to East,28 km/h,Passing clouds.,1018 mbar,87%
202301051520,8°C,Wind blowing from 260° West to East,22 km/h,Sunny.,1018 mbar,87%
202301051620,8°C,Wind blowing from 250° West-southwest to East-northeast,19 km/h,Passing clouds.,1019 mbar,87%
202301051650,8°C,Wind blowing from 260° West to East,30 km/h,Passing clouds.,1020 mbar,87%
202301051750,8°C,Wind blowing from 250° West-southwest to East-northeast,32 km/h,Clear.,1020 mbar,87%
202301051850,8°C,Wind blowing from 260° West to East,20 km/h,Light rain. Passing clouds.,1021 mbar,87%
202301051920,8°C,Wind blowing from 260° West to East,17 km/h,Overcast.,1021 mbar,87%
202301051950,8°C,Wind blowing from 250° West-southwest to East-northeast,26 km/h,Passing clouds.,1021 mbar,82%
202301052020,8°C,Wind blowing from 240° West-southwest to East-northeast,15 km/h,Passing clouds.,1021 mbar,82%
202301052050,7°C,Wind blowing from 240° West-southwest to East-northeast,15 km/h,Passing clouds.,1021 mbar,87%
202301052120,6°C,Wind blowing from 250° West-southwest to East-northeast,15 km/h,Passing clouds.,1021 mbar,87%
202301052150,6°C,Wind blowing from 230° Southwest to Northeast,13 km/h,Passing clouds.,1021 mbar,87%
202301052220,6°C,Wind blowing from 220° Southwest to Northeast,17 km/h,Passing clouds.,1021 mbar,87%
202301052250,7°C,Wind blowing from 230° Southwest to Northeast,19 km/h,Passing clouds.,1021 mbar,87%
202301052320,7°C,Wind blowing from 230° Southwest to Northeast,19 km/h,Passing clouds.,1021 mbar,87%
202301052350,7°C,Wind blowing from 220° Southwest to Northeast,19 km/h,Passing clouds.,1021 mbar,87%
202301060020,7°C,Wind blowing from 210° South-southwest to North-northeast,15 km/h,Passing clouds.,1020 mbar,93%
202301060150,7°C,Wind blowing from 210° South-southwest to North-northeast,15 km/h,Passing clouds.,1020 mbar,93%
202301060220,8°C,Wind blowing from 200° South-southwest to North-northeast,15 km/h,Passing clouds.,1020 mbar,87%
202301060250,7°C,Wind blowing from 200° South-southwest to North-northeast,15 km/h,Partly cloudy.,1019 mbar,93%
202301060320,7°C,Wind blowing from 200° South-southwest to North-northeast,15 km/h,Partly cloudy.,1019 mbar,93%
202301060350,8°C,Wind blowing from 210° South-southwest to North-northeast,17 km/h,Passing clouds.,1019 mbar,93%
202301060420,8°C,Wind blowing from 200° South-southwest to North-northeast,15 km/h,Passing clouds.,1019 mbar,93%
202301060450,8°C,Wind blowing from 200° South-southwest to North-northeast,15 km/h,Passing clouds.,1019 mbar,93%
202301060520,8°C,Wind blowing from 190° South to North,13 km/h,Overcast.,1018 mbar,93%
202301060550,8°C,Wind blowing from 180° South to North,9 km/h,Partly cloudy.,1018 mbar,93%
202301060620,8°C,Wind blowing from 190° South to North,9 km/h,Passing clouds.,1018 mbar,93%
202301060650,8°C,Wind blowing from 200° South-southwest to North-northeast,9 km/h,Mostly cloudy.,1018 mbar,93%
202301060720,9°C,Wind blowing from 210° South-southwest to North-northeast,17 km/h,Drizzle. Mostly cloudy.,1018 mbar,94%
202301060750,9°C,Wind blowing from 230° Southwest to Northeast,20 km/h,Passing clouds.,1018 mbar,94%
202301060820,8°C,Wind blowing from 220° Southwest to Northeast,17 km/h,Broken clouds.,1018 mbar,100%
202301060850,9°C,Wind blowing from 230° Southwest to Northeast,15 km/h,Partly sunny.,1018 mbar,87%
202301060920,9°C,Wind blowing from 250° West-southwest to East-northeast,11 km/h,Partly sunny.,1018 mbar,82%
202301060950,9°C,Wind blowing from 250° West-southwest to East-northeast,20 km/h,More clouds than sun.,1018 mbar,82%
202301061020,9°C,Wind blowing from 240° West-southwest to East-northeast,28 km/h,Broken clouds.,1018 mbar,82%
202301061050,9°C,Wind blowing from 220° Southwest to Northeast,28 km/h,Partly sunny.,1018 mbar,76%
202301061120,9°C,Wind blowing from 230° Southwest to Northeast,24 km/h,Partly sunny.,1018 mbar,82%
202301061150,9°C,Wind blowing from 240° West-southwest to East-northeast,24 km/h,Overcast.,1018 mbar,76%
202301061220,10°C,Wind blowing from 220° Southwest to Northeast,20 km/h,Broken clouds.,1018 mbar,76%
202301061250,10°C,Wind blowing from 220° Southwest to Northeast,30 km/h,Partly sunny.,1018 mbar,76%
202301061320,10°C,Wind blowing from 220° Southwest to Northeast,30 km/h,Partly sunny.,1017 mbar,76%
202301061350,10°C,Wind blowing from 230° Southwest to Northeast,30 km/h,Partly sunny.,1018 mbar,76%
202301061420,10°C,Wind blowing from 230° Southwest to Northeast,24 km/h,Overcast.,1018 mbar,76%
202301061450,10°C,Wind blowing from 220° Southwest to Northeast,20 km/h,Overcast.,1018 mbar,76%
202301061520,9°C,Wind blowing from 230° Southwest to Northeast,22 km/h,Drizzle. Partly sunny.,1018 mbar,87%
202301061620,9°C,Wind blowing from 220° Southwest to Northeast,24 km/h,Scattered clouds.,1018 mbar,87%
202301061650,8°C,Wind blowing from 220° Southwest to Northeast,22 km/h,Passing clouds.,1019 mbar,87%
202301061720,8°C,Wind blowing from 230° Southwest to Northeast,24 km/h,Passing clouds.,1019 mbar,87%
202301061750,8°C,Wind blowing from 230° Southwest to Northeast,17 km/h,Clear.,1019 mbar,82%
202301061820,8°C,Wind blowing from 230° Southwest to Northeast,22 km/h,Passing clouds.,1019 mbar,87%
202301061850,8°C,Wind blowing from 230° Southwest to Northeast,22 km/h,Passing clouds.,1019 mbar,87%
202301061920,8°C,Wind blowing from 230° Southwest to Northeast,24 km/h,Passing clouds.,1019 mbar,87%
202301061950,8°C,Wind blowing from 230° Southwest to Northeast,24 km/h,Passing clouds.,1019 mbar,87%
202301062020,8°C,Wind blowing from 220° Southwest to Northeast,22 km/h,Passing clouds.,1019 mbar,87%
202301062120,8°C,Wind blowing from 220° Southwest to Northeast,19 km/h,Passing clouds.,1019 mbar,87%
202301062150,8°C,Wind blowing from 210° South-southwest to North-northeast,17 km/h,Passing clouds.,1019 mbar,87%
202301062220,8°C,Wind blowing from 210° South-southwest to North-northeast,17 km/h,Scattered showers. Passing clouds.,1020 mbar,87%
202301062250,8°C,Wind blowing from 220° Southwest to Northeast,19 km/h,Passing clouds.,1020 mbar,87%
202301062320,7°C,Wind blowing from 220° Southwest to Northeast,17 km/h,Passing clouds.,1020 mbar,93%
